PERSON_ID,PUBLICATION_ID
1002,2979051
1002,2979098
1080,665059
1090,2406571
1090,2495810
1090,2496094
1090,9363612
1090,2406784
1090,2494852
1090,2495044
1090,8325761
1090,2495113
1090,9560869
1090,2914418
1090,8246514
1090,34859247
1090,8243168
1090,2495259
1090,33815606
1090,2980579
1090,33833277
1090,2640435
1090,2624830
1090,2495983
1090,2624753
1090,6900822
1090,2624741
1090,2495987
1090,6900415
1090,9540576
1090,2474303
1090,2625450
1090,6977139
1090,2406294
1090,6900739
1090,12366079
1090,2624699
1090,2495189
1090,9024202
1090,2495144
1090,9299343
1090,9299250
1090,2495250
1090,2495154
1090,2495911
1090,9167684
1090,2486248
1090,2495891
1090,33815665
1090,33816478
1090,6976744
1090,33815650
1090,72162197
1090,6900882
1090,2494945
1090,10580467
1090,2624718
1090,2714977
1090,6900679
1090,33815541
1090,33815744
1090,2496162
1090,6976801
1090,6977354
1090,2406731
1090,2713826
1090,2495170
1090,2495198
1090,2713848
1090,2624932
1090,9527495
1090,2625364
1090,2567874
1090,2406399
1090,2495292
1090,2624679
1090,6900628
1090,12365980
1090,2495235
1090,6977024
1090,2471373
1090,9921963
1090,2406031
1090,6977389
1090,16972316
1090,2406527
1090,6901408
1090,9533523
1090,8573258
1090,22232256
1090,2693257
1090,2625321
1090,6977176
1090,8510715
1090,9299270
1090,2495067
1090,2713871
1090,2495079
1090,33815762
1090,2449269
1090,2624799
1090,2494868
1090,2495208
1090,2406599
1090,2495269
1090,12366038
1090,2495718
1090,6977089
1090,6976876
1090,2713785
1090,2624766
1090,2406221
1090,33815584
1090,32436955
1093,2365051
1093,2649787
1093,2582588
1135,2409726
1135,2458410
1135,2409775
1135,59111717
1135,2833496
1152,2647372
1152,2647314
1152,2647146
1152,2727250
1152,2647343
1152,2704876
1152,8254744
1152,2860385
1152,2647468
1152,2647324
1152,2647382
1152,2860498
1152,2721326
1152,2483384
1152,2403836
1152,2647153
1152,2647165
1152,2647307
1152,2647448
1152,2718630
1152,2860474
1152,2647295
1152,2647381
1152,2977867
1152,2977813
1152,2860479
1152,2647396
1152,2647453
1152,2647139
1152,2363319
1152,2647414
1152,2860393
1152,2721334
1152,2665189
1152,2647391
1170,2086497
1170,2181545
1170,2807869
1170,2804455
1170,2924754
1170,7154774
1170,15485572
1172,7184634
1172,2523168
1172,2815969
1172,2520932
1172,2521071
1172,2651580
1172,2713459
1172,2512363
1172,2665567
1172,2798579
1172,9073753
1172,2520998
1172,7162207
1172,47741985
1172,11474641
1172,2801523
1172,2515412
1172,2447402
1172,2631265
1172,2447384
1172,8754176
1172,2521089
1172,2557902
1172,2521202
1186,34726925
1186,2649873
1191,8836926
1191,2942895
1191,2946377
1191,2949053
1191,2428422
1191,8836964
1191,8424916
1191,2711672
1191,2470845
1191,2474100
1191,8836913
1191,2539075
1191,8530248
1191,7230862
1191,2401565
1191,2498385
1191,2651495
1191,2616394
1191,2365751
1191,2498350
1191,2498402
1191,2938771
1191,2754954
1191,32112564
1191,32112599
1191,2630350
1191,7230996
1191,7231037
1191,2771203
1191,32112651
1191,8424940
1191,2367111
1191,2375940
1191,2375967
1191,2486714
1191,8424865
1191,2938793
1192,16997625
1192,2428678
1192,16997595
1192,2591724
1192,2517347
1192,4822041
1192,2589028
1192,2470740
1192,2769386
1192,9661019
1192,2760890
1192,16976862
1192,2517268
1192,2365451
1192,2471719
1192,2381863
1192,4822081
1192,2589199
1192,2944147
1192,2746799
1225,2914733
1225,2914633
1225,2914621
1225,2914680
1225,2914689
1225,14291829
1225,2914614
1252,2495346
1252,2486540
1252,2486558
1252,7131967
1252,8932339
1252,8932212
1252,8932198
1252,2959997
1252,2486514
1257,9876643
1261,2350209
1261,2354208
1261,2828369
1261,2828358
1261,2811590
1261,2527810
1261,9365146
1261,2811679
1261,9352289
1261,2770243
1261,9049513
1261,2840261
1261,2829495
1261,2814667
1261,2613559
1261,2532598
1261,2506127
1261,2938648
1261,9053201
1261,2843133
1261,2834596
1261,2503910
1261,2769465
1261,2847051
1261,2362037
1261,2980277
1261,2362080
1261,8260432
1261,2814527
1261,2811669
1261,8263969
1261,2828490
1261,2526465
1261,2829869
1261,2439320
1261,2726583
1261,8587740
1261,9778718
1261,2350179
1261,8186272
1261,16717822
1261,2376261
1261,2361954
1261,2975385
1261,9049428
1261,8265253
1261,2806211
1261,2613480
1261,2715880
1261,9641665
1261,2834545
1261,16989457
1261,2431844
1261,2503942
1261,2888040
1261,2361977
1261,9053082
1261,2504240
1261,2504281
1261,2362012
1261,2361997
1261,9641620
1302,2779647
1302,30092456
1302,2599946
1309,35590347
1309,7250808
1309,2459281
1309,7250577
1317,9623946
1317,9622994
1317,9622808
1317,9623627
1317,9623898
1317,34844608
1317,9623673
1317,34843372
1323,2448206
1323,2339163
1323,2339155
1323,2339200
1331,2640640
1331,2821227
1331,2821208
1352,2914516
1352,2540729
1352,15570667
1352,2866565
1352,2405452
1352,2914544
1352,2654166
1352,2540718
1373,34726925
1373,2399619
1373,2438701
1373,2882439
1399,2805818
1399,2805772
1399,2497574
1412,2787575
1412,2785440
1412,2526616
1412,2785498
1412,2657350
1412,2657210
1412,21895114
1412,2882221
1412,2657305
1414,2825631
1425,7178044
1466,2484920
1466,2485004
1466,7026849
1466,2485060
1466,2485077
1466,2654710
1466,2667547
1466,2493599
1466,8279579
1466,2580633
1466,2764932
1466,2484861
1466,2485048
1466,8578954
1466,2485024
1466,2514636
1466,2484850
1466,2535508
1466,2574500
1466,2637150
1466,2484909
1466,2708474
1466,2484933
1466,2614257
1466,2493607
1466,2765340
1466,2484945
1466,2496643
1466,2654762
1466,2516146
1466,2776796
1466,2540151
1466,17004966
1466,2485016
1466,2641315
1466,2484841
1466,2643826
1466,2977510
1466,2507240
1466,2507873
1466,2597084
1466,2759834
1466,2894600
1466,2484834
1466,2485066
1466,2485038
1466,2484963
1466,10847404
1466,2759797
1466,2814476
1466,2535527
1466,2533933
1466,2535874
1467,2775967
1467,2776094
1467,2776118
1467,2776202
1467,2936061
1467,2936090
1467,2776154
1467,2939021
1467,2776192
1467,2776261
1467,2776165
1467,2775877
1467,2776005
1467,2775534
1467,2775938
1467,2775894
1467,2936147
1467,2775908
1467,2776059
1467,2775949
1467,2776290
1467,2776026
1467,2776133
1467,2775835
1467,2939009
1467,2776251
1467,2775405
1467,2776056
1467,2775858
1467,2776211
1467,2776144
1467,2776234
1467,2776015
1476,33815606
1476,33833277
1503,2666211
1503,9561599
1503,2984172
1503,2666181
1503,2940884
1503,2639133
1503,2665891
1503,2665855
1503,7260744
1503,2932114
1503,2521937
1503,2666060
1503,2646870
1503,2666226
1503,2666028
1503,2898476
1503,2756911
1503,2666002
1503,2666078
1503,6977432
1503,2932045
1503,2491016
1503,2665909
1503,2665966
1503,2666143
1503,8750553
1503,2665947
1503,40891336
1503,2665842
1503,2666157
1503,2666108
1503,2762398
1503,2444126
1572,2622716
1572,2671408
1572,2622711
1572,2622733
1606,2971463
1606,2437751
1606,2576757
1606,2588887
1606,2463111
1606,2765665
1606,2971437
1606,2746039
1606,2463187
1606,2529555
1606,2746217
1631,2820842
1631,4823924
1631,9910717
1631,4823091
1631,35717055
1631,2728173
1631,4822883
1631,15929202
1631,2742627
1631,2738721
1631,2728274
1631,9415860
1631,4822722
1631,6883097
1631,35624019
1631,4823491
1631,5149248
1631,35716876
1631,9910691
1631,2926790
1631,2742803
1631,2770973
1631,5149651
1631,8541267
1631,35716843
1631,2728289
1631,2736683
1631,9298872
1631,2738784
1631,9785211
1631,2820764
1631,4824010
1631,5149195
1631,35524711
1631,5149331
1631,2742815
1631,5149399
1631,2745036
1631,35716911
1631,2735076
1631,4823143
1631,4823059
1631,5149175
1631,4822617
1631,14031528
1631,5149221
1631,35524773
1631,4823862
1631,2820908
1631,2744560
1631,35524753
1631,2926869
1631,5149301
1631,2769269
1631,2739641
1631,17067839
1631,2728227
1631,9910751
1631,2738704
1631,4823728
1631,4822591
1631,4822763
1631,9608738
1631,9260438
1631,2739399
1631,2728121
1631,4823072
1645,2877277
1645,2877253
1645,2877234
1645,2516708
1645,7151020
1645,7150991
1645,2877187
1645,2360186
1645,2877153
1645,8318366
1645,2286540
1645,8929469
1681,4822259
1681,17065995
1681,4822390
1681,4822324
1681,4822292
1681,4822353
1682,2582094
1682,2347827
1682,9867525
1682,2622900
1682,2784181
1682,2772013
1682,8184159
1682,2471898
1682,2947194
1682,2725476
1682,2411530
1682,4461898
1682,2784155
1682,8589424
1682,2792501
1682,2404260
1682,2622947
1682,2784556
1719,2598119
1719,2598250
1719,2598320
1719,2419474
1719,2598222
1719,2598155
1719,2640790
1719,2598192
1719,2980257
1719,2597997
1719,2778727
1719,2980250
1719,2598206
1719,2419636
1719,2419540
1719,2243736
1719,2419556
1719,2598264
1719,2598257
1719,2598167
1719,2598108
1719,2598234
1719,2598147
1719,2598096
1719,2778785
1719,2778797
1719,2778767
1719,2778685
1719,2419629
1719,2778578
1719,2778571
1743,2779265
1800,9644105
1802,2839910
1802,2839843
1802,2257831
1802,2497379
1802,2839854
1866,2802922
1866,2497083
1866,2497074
1866,2825631
1866,2506321
1866,2802946
1866,2802991
1866,2802911
1876,2115708
1881,9910717
1881,2578612
1881,2820764
1881,4822763
1881,2926869
1881,2728173
1881,2769269
1881,6883097
1881,34170546
1881,2381974
1881,2502958
1881,34170945
1881,4823091
1881,35716843
1881,34170751
1881,8541267
1881,2735076
1881,2738784
1881,4823143
1881,4823072
1881,2738704
1881,4822617
1881,9608738
1881,2739641
1881,2820908
1881,2770973
1885,2537698
1885,2661706
1885,2661789
1885,8475055
1885,8475154
1885,2402200
1885,2468907
1885,2845570
1885,2458762
1893,2700626
1909,2879083
1909,9770052
1909,19543110
1909,2600029
1909,9120799
1909,2601101
1909,2252190
1909,2599946
1909,2601215
1909,2600001
1909,2600086
1909,2600130
1909,2600060
1911,7013859
1911,7011938
1911,7012829
1917,7167278
1917,7167258
1917,2472708
1917,8480772
1917,33704511
1917,2721695
1917,2721907
1917,17085088
1917,2721946
1917,2712485
1917,8486125
1917,2721670
1917,2721764
1917,8476490
1917,2721456
1917,2721492
1917,7167232
1917,2722049
1917,2721704
1917,2721853
1917,8486142
1917,2721757
1917,8476531
1917,2908802
1917,2721724
1917,8169223
1917,2722084
1917,7167307
1917,2722072
1917,8476477
1917,32082314
1917,7167214
1917,8476518
1917,2719852
1917,8479758
1917,7167291
1917,2722271
1927,2915215
1955,2400608
1955,2898580
1955,2631169
1955,2572090
1955,13943149
1955,13943060
1955,2898598
1955,2634453
1955,2734154
1955,26984714
1955,2898697
1955,8185903
1955,43770634
1955,2729164
1955,26985537
1955,2986574
1955,2783375
1955,2509322
1955,43770700
1955,7349482
1955,2379993
1955,2617161
1955,51414070
1955,2660645
1955,2947229
1955,2483850
1955,2973207
1955,2400743
1955,17001282
1955,6895951
1955,2503620
1955,2525135
1955,2660673
1955,2747568
1955,2532781
1955,43770478
1955,3876575
1955,43770223
1955,9145836
1955,2933864
1955,2734119
1955,2539204
1955,2729059
1955,3019286
1955,2485665
1955,43770546
1955,2617120
1955,2379973
1955,2532819
1955,43770411
1955,2532840
1955,2903423
1955,2511299
1955,2379809
1955,9145792
1955,2617068
1955,2898724
1955,33878786
1955,2657874
1955,2571451
1955,8185804
1955,2488277
1955,2378041
1968,9708645
1968,9708361
1968,2525367
1968,2922544
1968,2399027
1968,9829312
1968,9708457
1968,2525867
1968,34190232
1968,34190170
1968,9708488
1968,9829466
1968,2839979
1968,7270721
1968,9708428
1968,8794050
1968,2525312
1968,7270816
1968,2526082
1968,9708545
1968,34190435
1968,9829343
1968,2525993
1968,53490762
1968,9708338
1968,2525394
1968,2720877
1968,9829423
1968,53490710
1968,2839894
1968,2387251
1968,2525431
1968,2461256
1968,9708612
1968,9708407
1968,22912050
1968,2526081
1968,2525479
1968,2525894
1968,2525971
1968,2891733
1968,2525524
1968,18339080
1968,9708579
1968,7270852
1968,2526006
1968,34948132
1968,2525342
1968,53490655
1968,34190381
1968,7270759
1968,2906862
1976,2450434
1976,2883579
1976,2726616
1976,2450480
1981,32664694
1981,32756145
1981,61290502
1997,2478849
1997,2619316
1997,2478796
1997,2721929
1997,2774030
1997,2774213
1997,2784771
1997,2478981
1997,2736322
1997,2784980
1997,2774173
1997,2574471
1997,2784926
1997,2479028
1997,2478929
1997,2933289
1997,2412283
1997,14028379
1997,8339896
1997,2639061
1997,2479003
1997,25259150
1997,8339940
1997,2493644
1997,2774134
1997,8340025
1997,2664567
1997,2939732
1997,2511393
2056,2780011
2058,2866654
2058,2970963
2058,2792990
2058,2793058
2058,2793155
2058,2794220
2058,2502756
2058,2454111
2084,2356447
2111,2387464
2111,34722231
2111,9901709
2111,9901731
2111,2524025
2112,2850354
2112,2850104
2119,7180615
2119,7901266
2119,2879624
2119,32764893
2119,7876776
2119,2879577
2119,7775592
2119,7837469
2119,2586655
2119,79552749
2119,2879566
2119,2385176
2131,2777175
2136,2878511
2152,2631154
2152,2799103
2152,2521905
2152,9886501
2152,2599782
2152,2802098
2152,2770314
2152,2961940
2152,16802316
2152,2348513
2152,2968641
2152,2352224
2152,2362751
2152,2631205
2152,2943042
2152,2599744
2152,2331355
2152,2522120
2152,35869537
2152,7173134
2152,7074869
2152,2792768
2152,2715835
2152,2774837
2152,2805844
2152,2599674
2152,2770353
2152,2599815
2152,9129960
2152,8463064
2152,2715728
2152,2599644
2152,2561070
2152,62694835
2152,2802119
2152,2802155
2152,2630053
2152,9661247
2152,11293628
2152,16988653
2152,8981884
2152,35872051
2152,2774812
2152,2815336
2152,2562345
2152,2599767
2152,2462474
2152,2802167
2152,35869589
2152,2955833
2152,2801946
2152,2562222
2152,2792706
2152,2490836
2152,2715913
2152,17103103
2152,8981919
2152,2777759
2152,2484280
2152,2629840
2152,9634583
2152,2352550
2152,2934269
2152,4461550
2152,8981953
2152,9801197
2152,2802113
2152,2769570
2152,2442421
2152,2352541
2152,2379343
2152,2491103
2152,2769535
2152,35870646
2152,2774849
2169,9622885
2169,7122342
2169,2391248
2169,2868120
2169,7121160
2169,7121577
2169,2961430
2169,7120867
2169,7122422
2169,7120664
2169,7122482
2169,2868068
2169,7122499
2169,2961442
2169,2483179
2169,2595903
2169,8407443
2169,2595934
2169,7121335
2169,2391162
2169,2868077
2169,2586842
2169,2868109
2170,14291829
2175,16962609
2175,16965073
2175,16962699
2175,16962717
2175,2622882
2175,2819305
2175,16962317
2175,16968324
2175,7167108
2175,16968144
2175,16968118
2175,7080294
2175,16968197
2175,2800310
2175,35942886
2175,2663919
2175,16968294
2175,2987519
2175,2663937
2175,16965042
2175,16965100
2175,16962399
2175,16962265
2175,16968275
2175,2666553
2175,2385687
2175,2540804
2175,2622874
2175,16968349
2175,16968167
2175,16965015
2175,2663878
2175,16962203
2175,2441920
2175,2540825
2175,2710530
2175,2476249
2175,16968244
2175,7081451
2175,2663943
2175,34290528
2175,16968221
2175,16962357
2175,2969604
2175,16968089
2175,16962529
2188,2426913
2188,16989036
2188,2426881
2188,7048711
2188,7006429
2188,6906323
2188,6906361
2188,2444707
2188,6906478
2188,6906393
2188,2445536
2188,6905981
2188,8520745
2188,2436037
2188,6906597
2188,6906297
2188,6906265
2188,2444599
2188,32536897
2188,2444774
2188,2902847
2188,6906573
2188,2902738
2188,2902785
2188,6905795
2188,6906161
2188,33942289
2188,2437883
2188,2900999
2188,6906539
2188,2427010
2188,2436083
2188,2899816
2188,6906220
2188,2444648
2188,2907527
2188,32108081
2188,6906678
2188,6906711
2188,2900685
2188,2444689
2188,6906513
2188,2444638
2188,2444729
2188,2900758
2188,8284717
2188,6906440
2188,7048438
2188,2900856
2188,7049191
2188,8284458
2188,2902442
2188,6906644
2223,2457516
2223,9176162
2223,7034219
2223,2821208
2223,2845570
2223,2458650
2223,7178108
2223,8592696
2223,2458762
2223,7082533
2223,2821485
2223,2787277
2223,2458596
2223,2905159
2223,2821227
2223,2363389
2223,7082667
2223,2458633
2223,2789217
2223,2029123
2223,2640640
2223,2789235
2232,2594840
2232,2933244
2232,2943847
2232,2579526
2232,2753715
2232,9680135
2232,2933209
2232,2581102
2232,7018891
2232,2628918
2232,2879475
2232,2753674
2232,9534308
2232,2665206
2232,2579465
2232,2579801
2232,7018860
2232,9929879
2232,4137541
2232,941502
2232,32121698
2232,6877796
2232,2965300
2232,8415072
2232,2841482
2232,2669563
2281,2593160
2281,2516524
2281,2516466
2281,2516488
2281,2515303
2322,33833277
2337,2657350
2341,2437109
2342,33833277
2387,2418359
2392,6905981
2392,2436037
2392,7048155
2392,8520745
2392,2900758
2392,6905795
2392,2444729
2392,6906323
2392,2900856
2392,6906478
2392,35941128
2392,7048711
2392,2445536
2392,7048438
2392,2900880
2392,7049191
2392,2436083
2392,2900999
2417,2508886
2417,2709443
